,development_name,borough,total_units,transferred_date,address,street_number,street_name,full_address,violationid,buildingid,registrationid,boroid,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year,date_pulled,no_days_open
13413,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,14764969,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2022-01-12,2022-01-12,02/13/2022,02/08/2022,,,,569.0,7604924.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 1F, 1st STORY, 2nd APARTMENT FROM EAST AT SOUTH",2022-01-13,19.0,VIOLATION CLOSED,2023-07-29,Original,Close,N,2022,2022.0,2025-10-06,562.0
13414,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,14339224,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2021-06-07,2021-06-07,06/21/2021,06/14/2021,,,06/29/2021,671.0,7370296.0,"§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM ABOVE MAIL BOXES AT PUBLIC HALL, 1st STORY",2021-06-08,19.0,VIOLATION CLOSED,2023-06-18,Original,Close,N,2021,2021.0,2025-10-06,740.0
13416,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,14764966,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2022-01-12,2022-01-12,01/26/2022,01/19/2022,,,,672.0,7604923.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT BOILER ROOM AT BOILER ROOM,2022-01-13,19.0,VIOLATION CLOSED,2023-06-18,Original,Close,N,2022,2022.0,2025-10-06,521.0
13417,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,14657659,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2021-10-30,2021-10-30,12/02/2021,11/27/2021,,,,790.0,7530925.0,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 2; WG TO REPLACE = 0; WG TO REPAIR = 0; LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-11-01,19.0,VIOLATION CLOSED,2023-06-25,Original,Close,N,2021,2021.0,2025-10-06,601.0
13418,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,14657656,43315,144848.0,1,511,511,513,WEST 177 STREET,B,2021-10-30,2021-10-30,12/20/2021,12/06/2021,,,,501.0,7530924.0,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE MORTISE LOCK AT THE DOOR IN THE ENTRANCE LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-11-01,19.0,VIOLATION CLOSED,2023-06-25,Original,Close,N,2021,2021.0,2025-10-06,601.0
13419,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,14785030,43315,144848.0,1,511,511,513,WEST 177 STREET,B,2022-01-23,2022-01-23,03/14/2022,02/28/2022,,,,539.0,7614753.0,"§ 27-2005, 2007 ADM CODE AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES AIR CONDITIONER PROTRUDING BEYOND WINDOW SILL AT 3RD STY BALCONY AT FRONT STACK AT FIRE ESCAPE",2022-01-24,19.0,VIOLATION CLOSED,2025-09-07,Original,Close,N,2022,2022.0,2025-10-06,1322.0
13420,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,15746405,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2023-02-27,2023-02-27,03/13/2023,03/06/2023,,,,672.0,8305898.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT BOILER ROOM,2023-02-28,19.0,VIOLATION CLOSED,2024-05-15,Original,Close,N,2023,2023.0,2025-10-06,442.0
13425,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,15746406,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2023-02-27,2023-02-27,03/19/2023,03/14/2023,,,03/09/2023,530.0,8305899.0,"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE AT BULKHEAD (HINGES) , 5th STORY",2023-02-28,19.0,VIOLATION CLOSED,2024-05-15,Original,Close,N,2023,2023.0,2025-10-06,442.0
13426,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,14657660,43315,144848.0,1,511,511,513,WEST 177 STREET,B,2021-10-30,2021-10-30,12/20/2021,12/06/2021,,,,508.0,7530924.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-11-01,21.0,NOT COMPLIED WITH,2025-09-12,Original,Open,N,2021,2021.0,2025-10-06,1435.0
13427,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,16064213,43315,144848.0,1,511,511,513,WEST 177 STREET,A,2023-06-24,2023-06-25,10/13/2023,09/29/2023,,,,556.0,8534943.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AND CEILING IN THE FOYER LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-06-26,21.0,NOT COMPLIED WITH,2025-09-12,Original,Open,N,2023,2023.0,2025-10-06,833.0
13428,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,17143812,43315,144848.0,1,511,511,513,WEST 177 STREET,B,2024-07-25,2024-07-26,09/16/2024,09/02/2024,,,,508.0,9263382.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT THE CEILING IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-07-29,21.0,NOT COMPLIED WITH,2025-09-12,Original,Open,N,2024,2024.0,2025-10-06,434.0
13429,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,17143816,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2024-07-25,2024-07-26,08/29/2024,08/24/2024,,,,790.0,9263385.0,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1, WG TO REPLACE = 0, WG TO REPAIR = 4 IN THE ENTIRE APARTMENT LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-07-29,19.0,VIOLATION CLOSED,2025-09-12,Original,Close,N,2024,2024.0,2025-10-06,410.0
13432,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,17002220,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2024-05-19,2024-05-24,06/16/2024,06/11/2024,,,,530.0,9175261.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES AT ENTRANCE DOOR IN THE ENTIRE APARTMENT LOCATED AT APT 3G, 3rd STORY, 3rd APARTMENT FROM EAST AT SOUTH",2024-05-28,21.0,NOT COMPLIED WITH,2025-09-07,Original,Open,N,2024,2024.0,2025-10-06,496.0
13436,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,14339225,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2021-06-07,2021-06-07,06/21/2021,06/14/2021,,,06/29/2021,501.0,7370296.0,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE MORTISE LOCK ON DOOR FROM VESTIBULE TO 1ST STORY PUBLIC HALL AT PUBLIC HALL, 1st STORY",2021-06-08,19.0,VIOLATION CLOSED,2024-05-15,Original,Close,N,2021,2021.0,2025-10-06,1072.0
13439,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,14657658,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2021-10-30,2021-10-30,12/02/2021,11/27/2021,,,,569.0,7530926.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-11-01,21.0,NOT COMPLIED WITH,2025-09-12,Original,Open,N,2021,2021.0,2025-10-06,1435.0
13441,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,14764965,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2022-01-12,2022-01-12,01/25/2022,01/13/2022,,,,666.0,7604662.0,"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE 1st ROOM FROM EAST LOCATED AT APT 1F, 1st STORY, 2nd APARTMENT FROM EAST AT SOUTH",2022-01-13,9.0,VIOLATION DISMISSED,2023-06-18,Original,Close,Y,2022,2022.0,2025-10-06,521.0
13442,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,14764968,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2022-01-12,2022-01-12,02/13/2022,02/08/2022,,,,568.0,7604924.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1F, 1st STORY, 2nd APARTMENT FROM EAST AT SOUTH",2022-01-13,19.0,VIOLATION CLOSED,2023-07-29,Original,Close,N,2022,2022.0,2025-10-06,562.0
13446,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,16064198,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2023-06-24,2023-06-25,07/09/2023,07/02/2023,,,,508.0,8534944.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE BATHROOM LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-06-26,21.0,NOT COMPLIED WITH,2025-09-12,Original,Open,N,2023,2023.0,2025-10-06,833.0
13447,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,16064205,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2023-06-24,2023-06-25,07/27/2023,07/22/2023,,,,568.0,8534945.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-06-26,20.0,DEFECT LETTER ISSUED,2025-09-12,Original,Open,N,2023,2023.0,2025-10-06,833.0
13448,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,16069277,43315,144848.0,1,511,511,513,WEST 177 STREET,A,2023-06-24,2023-06-25,10/13/2023,09/29/2023,,,,556.0,8534943.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING AND ALL WALLS IN THE 1st ROOM FROM NORTH LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-06-26,21.0,NOT COMPLIED WITH,2025-09-12,Original,Open,N,2023,2023.0,2025-10-06,833.0
13452,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,16344696,43315,144848.0,1,511,511,513,WEST 177 STREET,B,2023-10-29,2023-10-29,12/18/2023,12/04/2023,,,,583.0,8705771.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE 2nd ROOM FROM NORTH AT EAST LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-10-30,19.0,VIOLATION CLOSED,2025-09-12,Original,Close,N,2023,2023.0,2025-10-06,683.0
13453,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,16344699,43315,144848.0,1,511,511,513,WEST 177 STREET,B,2023-10-29,2023-10-29,12/18/2023,12/04/2023,,,,1503.0,8705771.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-10-30,19.0,VIOLATION CLOSED,2025-09-12,Original,Close,N,2023,2023.0,2025-10-06,683.0
13454,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,16344701,43315,144848.0,1,511,511,513,WEST 177 STREET,A,2023-10-29,2023-10-29,02/16/2024,02/02/2024,,,,556.0,8705770.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AND CEILING IN THE 2nd ROOM FROM NORTH AT WEST LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-10-30,21.0,NOT COMPLIED WITH,2025-09-12,Original,Open,N,2023,2023.0,2025-10-06,707.0
13457,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,17143814,43315,144848.0,1,511,511,513,WEST 177 STREET,B,2024-07-25,2024-07-26,09/16/2024,09/02/2024,,,,502.0,9263382.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PLYWOOD BASE INSIDE SINK CABINET IN THE KITCHENETTE LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-07-29,21.0,NOT COMPLIED WITH,2025-09-12,Original,Open,N,2024,2024.0,2025-10-06,434.0
13458,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,17143815,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2024-07-25,2024-07-26,08/29/2024,08/24/2024,,,,569.0,9263386.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-07-29,21.0,NOT COMPLIED WITH,2025-09-12,Original,Open,N,2024,2024.0,2025-10-06,434.0
13459,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,17143818,43315,144848.0,1,511,511,513,WEST 177 STREET,B,2024-07-25,2024-07-26,09/16/2024,09/02/2024,,,,649.0,9263381.0,§ 27-2026 ADM CODE REMOVE ALL OBSTRUCTIONS AND REPAIR ALL DEFECTS IN THE DRAIN AT FRONT AREAWAY,2024-07-29,19.0,VIOLATION CLOSED,2025-09-07,Original,Close,Y,2024,2024.0,2025-10-06,405.0
13474,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,17143819,43315,144848.0,1,511,511,513,WEST 177 STREET,B,2024-07-25,2024-07-26,09/16/2024,09/02/2024,,,,552.0,9263381.0,"§ 27-2010, 2011, 2012 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE CENTER COURT",2024-07-29,21.0,NOT COMPLIED WITH,2025-09-07,Original,Open,N,2024,2024.0,2025-10-06,434.0
13476,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,16064219,43315,144848.0,1,511,511,513,WEST 177 STREET,A,2023-06-24,2023-06-25,10/13/2023,09/29/2023,,,,556.0,8534943.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AND CEILING IN THE 2nd ROOM FROM NORTH LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-06-26,21.0,NOT COMPLIED WITH,2025-09-12,Original,Open,N,2023,2023.0,2025-10-06,833.0
13478,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,16344702,43315,144848.0,1,511,511,513,WEST 177 STREET,B,2023-10-29,2023-10-29,12/18/2023,12/04/2023,,,,539.0,8705772.0,"§ 27-2005, 2007 ADM CODE AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES AIR CONDITION UNITS PROTRUDING MORE THAN THE MAXIMUM DISTANCE AT 5TH AND 3RD STORY SOUTH BALCONIES AT FIRE ESCAPE",2023-10-30,19.0,VIOLATION CLOSED,2025-09-07,Original,Close,N,2023,2023.0,2025-10-06,678.0
13479,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,14657657,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2021-10-30,2021-10-30,12/02/2021,11/27/2021,,,,568.0,7530926.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-11-01,20.0,DEFECT LETTER ISSUED,2025-09-12,Original,Open,N,2021,2021.0,2025-10-06,1435.0
13483,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,15556497,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2022-11-21,2022-11-21,12/04/2022,11/22/2022,,,12/08/2022,670.0,8194708.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 3G, 3rd STORY, 3rd APARTMENT FROM EAST AT SOUTH",2022-11-22,19.0,VIOLATION CLOSED,2024-05-24,Original,Close,Y,2022,2022.0,2025-10-06,549.0
13486,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,16344697,43315,144848.0,1,511,511,513,WEST 177 STREET,B,2023-10-29,2023-10-29,12/18/2023,12/04/2023,,,,508.0,8705771.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN THE 2nd ROOM FROM NORTH AT EAST LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-10-30,21.0,NOT COMPLIED WITH,2025-09-12,Original,Open,N,2023,2023.0,2025-10-06,707.0
13488,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,16064202,43315,144848.0,1,511,511,513,WEST 177 STREET,A,2023-06-24,2023-06-25,10/13/2023,09/29/2023,,,,556.0,8534943.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS IN THE BATHROOM LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-06-26,21.0,NOT COMPLIED WITH,2025-09-12,Original,Open,N,2023,2023.0,2025-10-06,833.0
13491,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,15746404,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2023-02-27,2023-02-27,03/12/2023,02/28/2023,,,,666.0,8305692.0,"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 5C, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",2023-02-28,19.0,VIOLATION CLOSED,2024-05-15,Original,Close,Y,2023,2023.0,2025-10-06,442.0
13492,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,16064207,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2023-06-24,2023-06-25,07/27/2023,07/22/2023,,,,569.0,8534945.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-06-26,21.0,NOT COMPLIED WITH,2025-09-12,Original,Open,N,2023,2023.0,2025-10-06,833.0
13497,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,16344700,43315,144848.0,1,511,511,513,WEST 177 STREET,B,2023-10-29,2023-10-29,12/18/2023,12/04/2023,,,,702.0,8705771.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-10-30,19.0,VIOLATION CLOSED,2025-09-12,Original,Close,N,2023,2023.0,2025-10-06,683.0
13503,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,14411728,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2021-07-18,2021-07-18,08/01/2021,07/25/2021,,,,671.0,7410277.0,"§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM SIGN IS MISSING AT PUBLIC HALL, 1st STORY",2021-07-19,19.0,VIOLATION CLOSED,2023-06-18,Original,Close,N,2021,2021.0,2025-10-06,699.0
13504,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,14657661,43315,144848.0,1,511,511,513,WEST 177 STREET,B,2021-10-30,2021-10-30,12/20/2021,12/06/2021,,,,583.0,7530924.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT THE CEILING IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-11-01,19.0,VIOLATION CLOSED,2023-06-25,Original,Close,N,2021,2021.0,2025-10-06,601.0
13505,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,14657787,43315,144848.0,1,511,511,513,WEST 177 STREET,A,2021-10-30,2021-10-30,02/18/2022,02/04/2022,,,,556.0,7530923.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL PEELING PAINT SURFACES IN THE FOYER , THE KITCHEN , THE 2nd ROOM FROM EAST, THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 3E, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-11-01,21.0,NOT COMPLIED WITH,2025-09-12,Original,Open,N,2021,2021.0,2025-10-06,1435.0
13508,WASHINGTON HEIGHTS REHAB (GROUPS 1&2),MANHATTAN,216,11/30/20,511 WEST 177 STREET,511.0,WEST 177 STREET,511 WEST 177 STREET,14716507,43315,144848.0,1,511,511,513,WEST 177 STREET,C,2021-12-03,2021-12-09,01/10/2022,01/05/2022,,,,568.0,7572908.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2021-12-10,19.0,VIOLATION CLOSED,2023-07-29,Original,Close,N,2021,2021.0,2025-10-06,596.0
